,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
10594,Ford,F-150,XLT,SuperCrew,automatic,mn,35.0,123254.0,silver,gray,enterprise fleet management exchange  inc.,14950.0,12100.0,Tue,Dec,2014.0
10595,Ford,F-150,XLT,SuperCab,automatic,fl,37.0,35254.0,blue,tan,ford motor credit company llc,16450.0,18000.0,Fri,Dec,2014.0
10596,Ford,F-150,XLT,SuperCrew,automatic,pa,34.0,69870.0,red,beige,tdaf remarketing,18750.0,20500.0,Tue,Dec,2014.0
11817,Ford,F-150,FX4,SuperCrew,automatic,mi,41.0,78896.0,gray,black,larry hudson chevrolet buick gmc inc,18800.0,19000.0,Thu,Dec,2014.0
11830,Ford,F-150,XLT,SuperCrew,automatic,ny,24.0,74648.0,gray,gray,zappone chrysler jeep dodge inc,18000.0,16200.0,Thu,Dec,2014.0
11854,Ford,F-150,XLT,SuperCrew,automatic,ne,43.0,90965.0,white,tan,stew hansen dodge city jeep,16000.0,16700.0,Thu,Dec,2014.0
11870,Ford,F-150,Lariat,SuperCrew,automatic,ne,39.0,122841.0,white,tan,wells fargo dealer services,18050.0,16300.0,Thu,Dec,2014.0
11876,Ford,F-150,Lariat,SuperCrew,automatic,mn,41.0,91407.0,black,black,select lane,20800.0,20100.0,Thu,Dec,2014.0
11880,Ford,F-150,XL,Regular Cab,automatic,nc,1.0,83518.0,white,tan,ge fleet services for itself/servicer,7075.0,3600.0,Tue,Jan,2015.0
11883,Ford,F-150,XL,SuperCab,automatic,tx,26.0,170391.0,white,gray,wheels lt,6100.0,5800.0,Thu,Dec,2014.0
11886,Ford,F-150,XLT,SuperCrew,automatic,mi,31.0,84511.0,silver,gray,automobiles paille inc,17350.0,15700.0,Thu,Dec,2014.0
11888,Ford,F-150,Lariat,SuperCrew,automatic,tx,27.0,137200.0,brown,beige,san antonio credit union,14350.0,12100.0,Wed,Dec,2014.0
11893,Ford,F-150,XLT,SuperCab,automatic,mi,37.0,164601.0,silver,beige,ari,8025.0,7200.0,Thu,Dec,2014.0
11897,Ford,F-150,XLT,SuperCab,automatic,mi,48.0,92615.0,red,tan,kevins marysville auto sales inc,12800.0,13000.0,Thu,Dec,2014.0
11902,Ford,F-150,FX4,SuperCrew,automatic,mi,34.0,59324.0,white,black,larry hudson chevrolet buick gmc inc,20200.0,20500.0,Thu,Dec,2014.0
11915,Ford,F-150,Lariat,SuperCrew,automatic,mn,29.0,162851.0,white,black,select lane,14400.0,12700.0,Tue,Dec,2014.0
13481,Ford,F-150,FX4,SuperCrew,automatic,oh,43.0,68112.0,red,gray,exceptional motorcar llc,17500.0,18700.0,Tue,Dec,2014.0
13490,Ford,F-150,King Ranch,SuperCrew,automatic,mo,19.0,102815.0,black,tan,tdaf remarketing,14750.0,11000.0,Wed,Jan,2015.0
13495,Ford,F-150,STX,SuperCab,automatic,il,35.0,135837.0,red,beige,lease plan usa,11200.0,7500.0,Tue,Dec,2014.0
13499,Ford,F-150,XLT,SuperCrew,automatic,mi,37.0,98327.0,gray,gray,automobiles paille inc,12500.0,12500.0,Thu,Dec,2014.0
13500,Ford,F-150,XL,SuperCab,automatic,nc,35.0,88797.0,gold,beige,myrddin fleet services,8250.0,7500.0,Mon,Dec,2014.0
13509,Ford,F-150,XL,SuperCab,automatic,az,2.0,137795.0,white,gray,ge fleet services for itself/servicer,7250.0,5000.0,Thu,Dec,2014.0
13514,Ford,F-150,FX4,SuperCab,automatic,wi,19.0,93877.0,beige,gray,arlington hgts chry dod jeep,11600.0,8000.0,Wed,Feb,2015.0
13517,Ford,F-150,XL,Regular Cab,manual,in,27.0,54764.0,gray,gray,primeritus remarketing/cu recovery,8250.0,5700.0,Thu,Dec,2014.0
13520,Ford,F-150,XLT,SuperCrew,automatic,co,23.0,112639.0,black,tan,gm financial,12650.0,10800.0,Tue,Dec,2014.0
13522,Ford,F-150,XLT,SuperCrew,automatic,mn,19.0,97162.0,brown,gray,santander consumer,14050.0,7800.0,Thu,Dec,2014.0
13532,Ford,F-150,King Ranch,SuperCrew,automatic,ut,28.0,139659.0,brown,beige,excell auto center,12400.0,11900.0,Wed,Dec,2014.0
13533,Ford,F-150,XLT,SuperCab,automatic,tx,25.0,83618.0,white,gray,ge capital fleet services,14300.0,9400.0,Thu,Jan,2015.0
13541,Ford,F-150,Lariat,SuperCrew,automatic,fl,33.0,157418.0,white,tan,lauderdale imports ltd bmw pembrok pines,8800.0,10400.0,Fri,Dec,2014.0
13542,Ford,F-150,STX,SuperCab,automatic,ga,26.0,158852.0,black,gray,salem auto sales llc,6125.0,6800.0,Thu,Dec,2014.0
13550,Ford,F-150,XLT,SuperCrew,automatic,ny,19.0,94546.0,black,gray,adk auto brokers inc,12800.0,11700.0,Thu,Jan,2015.0
13552,Ford,F-150,FX4,SuperCrew,automatic,mn,26.0,96519.0,brown,gray,select lane,15750.0,15800.0,Thu,Dec,2014.0
13557,Ford,F-150,60th Anniversary,SuperCrew,automatic,fl,37.0,110032.0,beige,gray,gm financial,15750.0,17800.0,Thu,Dec,2014.0
13565,Ford,F-150,STX,SuperCab,automatic,fl,28.0,92250.0,white,gray,gte fcu,8675.0,11800.0,Thu,Dec,2014.0
13567,Ford,F-150,STX,SuperCab,automatic,mn,39.0,79761.0,black,gray,exeter finance corp,10350.0,9700.0,Thu,Dec,2014.0
13568,Ford,F-150,XLT,SuperCrew,automatic,tx,19.0,134334.0,white,gray,donlen corporation,11050.0,7400.0,Thu,Dec,2014.0
13825,Ford,F-150,XL,Regular Cab,automatic,in,46.0,5608.0,white,gray,u-haul,18800.0,18500.0,Wed,Jan,2015.0
13826,Ford,F-150,XLT,SuperCrew,automatic,mo,49.0,16868.0,red,gray,avis budget group,28000.0,28200.0,Tue,Dec,2014.0
13829,Ford,F-150,XLT,SuperCrew,automatic,wa,49.0,7422.0,red,gray,avis budget group,29100.0,28000.0,Wed,Jan,2015.0
13830,Ford,F-150,XLT,SuperCrew,automatic,mo,44.0,14425.0,gray,gray,avis budget group,28400.0,28100.0,Tue,Dec,2014.0
13832,Ford,F-150,XLT,SuperCrew,automatic,pa,45.0,13343.0,gray,gray,enterprise veh exchange/rental,28400.0,28250.0,Tue,Dec,2014.0
13833,Ford,F-150,XLT,SuperCab,automatic,oh,48.0,19996.0,white,gray,enterprise veh exchange/rental,25100.0,25300.0,Tue,Jan,2015.0
13835,Ford,F-150,XL,Regular Cab,automatic,mi,38.0,10022.0,white,gray,u-haul,18400.0,17800.0,Thu,Dec,2014.0
13836,Ford,F-150,XLT,SuperCrew,automatic,fl,42.0,17285.0,black,gray,enterprise vehicle exchange/ars/coconut creek,23700.0,24400.0,Fri,Dec,2014.0
13837,Ford,F-150,XL,Regular Cab,automatic,or,46.0,9685.0,white,gray,u-haul,18500.0,18500.0,Tue,Jan,2015.0
13838,Ford,F-150,XL,Regular Cab,automatic,mi,46.0,14594.0,white,gray,u-haul,18300.0,17900.0,Thu,Dec,2014.0
13840,Ford,F-150,XL,Regular Cab,automatic,in,35.0,1178.0,white,gray,u-haul,18700.0,18500.0,Thu,Jan,2015.0
13842,Ford,F-150,XL,Regular Cab,automatic,mn,43.0,6267.0,white,gray,u-haul,18600.0,18200.0,Thu,Jan,2015.0
13844,Ford,F-150,XLT,SuperCrew,automatic,va,35.0,17027.0,red,gray,safford chrysler jeep dodge of fredericksburg,27900.0,26700.0,Thu,Dec,2014.0
13848,Ford,F-150,XLT,SuperCrew,automatic,il,41.0,14935.0,brown,beige,avis budget group,28200.0,27500.0,Thu,Dec,2014.0
13850,Ford,F-150,XLT,SuperCrew,automatic,ne,34.0,16577.0,blue,gray,enterprise vehicle exchange/davenport,28100.0,28000.0,Thu,Dec,2014.0
13851,Ford,F-150,XL,Regular Cab,automatic,mi,32.0,10595.0,white,gray,u-haul,18400.0,17800.0,Thu,Dec,2014.0
13852,Ford,F-150,FX4,SuperCrew,automatic,tx,43.0,14623.0,black,black,bank of america,34800.0,37250.0,Tue,Dec,2014.0
13854,Ford,F-150,XL,Regular Cab,automatic,in,41.0,8729.0,white,gray,u-haul,18650.0,18500.0,Wed,Jan,2015.0
13859,Ford,F-150,XLT,SuperCrew,automatic,pa,49.0,13161.0,white,gray,ars/enterprise rac,28400.0,28800.0,Fri,Dec,2014.0
13862,Ford,F-150,XLT,SuperCab,automatic,mo,33.0,9767.0,blue,gray,central national bank,26800.0,23000.0,Wed,Dec,2014.0
13864,Ford,F-150,XL,Regular Cab,automatic,mi,35.0,14441.0,white,gray,u-haul,17950.0,16800.0,Thu,Feb,2015.0
13866,Ford,F-150,XLT,SuperCrew,automatic,va,42.0,18625.0,white,gray,enterprise veh exchange/rental,27600.0,27100.0,Thu,Dec,2014.0
13868,Ford,F-150,XL,Regular Cab,automatic,in,49.0,5496.0,white,gray,u-haul,18800.0,18400.0,Wed,Jan,2015.0
13869,Ford,F-150,XLT,SuperCrew,automatic,va,49.0,18622.0,black,gray,enterprise veh exchange/rental,27600.0,27100.0,Thu,Dec,2014.0
13870,Ford,F-150,XL,Regular Cab,automatic,mn,45.0,6225.0,white,gray,u-haul,18450.0,17900.0,Thu,Dec,2014.0
13873,Ford,F-150,XL,Regular Cab,automatic,mn,45.0,5654.0,white,gray,u-haul,18800.0,18700.0,Thu,Jan,2015.0
13875,Ford,F-150,XL,Regular Cab,automatic,mn,43.0,5384.0,white,gray,u-haul,18650.0,18300.0,Thu,Jan,2015.0
13877,Ford,F-150,XL,Regular Cab,automatic,mn,27.0,14756.0,white,gray,u-haul,18450.0,16700.0,Thu,Jan,2015.0
13878,Ford,F-150,XLT,SuperCab,automatic,sc,45.0,15373.0,white,gray,enterprise veh exchange/rental,21700.0,21600.0,Thu,Dec,2014.0
13879,Ford,F-150,FX2,SuperCrew,automatic,sc,3.0,14639.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,23600.0,16300.0,Thu,Jan,2015.0
13880,Ford,F-150,XL,Regular Cab,automatic,mn,35.0,9735.0,white,gray,u-haul,18650.0,18000.0,Thu,Jan,2015.0
13881,Ford,F-150,Limited,SuperCrew,automatic,fl,48.0,8243.0,black,black,alan jay ford lincoln,40300.0,40800.0,Thu,Dec,2014.0
13882,Ford,F-150,Lariat,SuperCrew,automatic,oh,42.0,13838.0,white,gray,ford motor credit company llc,34600.0,36500.0,Tue,Dec,2014.0
13883,Ford,F-150,XL,Regular Cab,automatic,mn,4.0,5639.0,white,gray,u-haul,18600.0,18200.0,Thu,Jan,2015.0
13884,Ford,F-150,XL,Regular Cab,automatic,mn,42.0,5640.0,white,gray,u-haul,18200.0,17700.0,Thu,Jan,2015.0
13885,Ford,F-150,XLT,SuperCrew,automatic,mi,49.0,8076.0,green,gray,ford motor credit company llc,29200.0,31800.0,Thu,Dec,2014.0
13887,Ford,F-150,XLT,SuperCrew,automatic,nj,27.0,5099.0,blue,gray,northeast leasing,28900.0,27900.0,Wed,Dec,2014.0
13889,Ford,F-150,XL,Regular Cab,automatic,mn,45.0,4351.0,white,gray,u-haul,18500.0,17900.0,Thu,Dec,2014.0
13890,Ford,F-150,SVT Raptor,SuperCrew,automatic,nv,5.0,14401.0,white,black,amigo auto sales,51800.0,47500.0,Fri,Dec,2014.0
13892,Ford,F-150,XLT,SuperCab,automatic,mi,5.0,10775.0,gray,gray,ford motor credit company llc,26500.0,28700.0,Tue,Dec,2014.0
13894,Ford,F-150,XL,Regular Cab,automatic,mn,39.0,7955.0,white,gray,u-haul,18700.0,18300.0,Thu,Jan,2015.0
15326,Ford,F-150,XL,SuperCab,automatic,ny,33.0,119103.0,gray,gray,remarketing by ge/manheim albany,7325.0,6600.0,Thu,Dec,2014.0
15329,Ford,F-150,FX4,SuperCrew,automatic,mi,19.0,118962.0,black,black,automobiles paille inc,12600.0,10400.0,Thu,Dec,2014.0
15332,Ford,F-150,XLT,SuperCab,automatic,ga,24.0,103576.0,white,gray,tdaf remarketing,10250.0,7300.0,Thu,Dec,2014.0
15336,Ford,F-150,FX2,SuperCrew,automatic,fl,21.0,113765.0,black,black,ford motor credit company llc,9100.0,11400.0,Mon,Dec,2014.0
15340,Ford,F-150,King Ranch,SuperCrew,automatic,fl,19.0,182398.0,green,brown,mid florida fcu,10100.0,6900.0,Wed,Jan,2015.0
15345,Ford,F-150,XLT,SuperCab,automatic,ga,32.0,103834.0,red,beige,wells fargo dealer services,9925.0,10100.0,Thu,Dec,2014.0
15348,Ford,F-150,Lariat,SuperCrew,automatic,ga,29.0,87779.0,white,beige,economy rent a car & sales inc,15200.0,16900.0,Thu,Dec,2014.0
15352,Ford,F-150,XL,Regular Cab,automatic,ny,2.0,209624.0,white,gray,lease plan usa,2325.0,1600.0,Wed,Dec,2014.0
15360,Ford,F-150,XLT,SuperCrew,automatic,fl,39.0,89358.0,red,gray,sell your car here,10000.0,12600.0,Thu,Dec,2014.0
15361,Ford,F-150,XLT,SuperCrew,automatic,fl,28.0,66511.0,white,gray,1st commercial,14400.0,10000.0,Tue,Jul,2015.0
15363,Ford,F-150,XLT,SuperCab,automatic,wa,29.0,90817.0,silver,gray,dougs lynnwood mazda,7825.0,6800.0,Tue,Dec,2014.0
15365,Ford,F-150,XLT,SuperCrew,automatic,mi,37.0,76641.0,green,gray,larry hudson chevrolet buick gmc inc,13150.0,13400.0,Thu,Dec,2014.0
15367,Ford,F-150,XLT,SuperCrew,automatic,ma,42.0,93950.0,beige,tan,mobico auto,13850.0,13300.0,Tue,Jan,2015.0
15369,Ford,F-150,XLT,SuperCrew,automatic,nv,33.0,64722.0,beige,beige,myrddin fleet services,13850.0,13500.0,Fri,Dec,2014.0
15371,Ford,F-150,STX,Regular Cab,automatic,ga,2.0,276049.0,white,gray,titlemax/covington ga1,1575.0,1600.0,Tue,Dec,2014.0
15376,Ford,F-150,XLT,Regular Cab,automatic,wa,29.0,92379.0,red,gray,northwest motorsport,7050.0,3800.0,Tue,Dec,2014.0
15382,Ford,F-150,XLT,SuperCab,automatic,in,23.0,104644.0,gray,gray,santander consumer,9875.0,8500.0,Thu,Dec,2014.0
15388,Ford,F-150,XLT,SuperCrew,automatic,mi,29.0,78990.0,white,gray,automobiles paille inc,13050.0,11800.0,Thu,Dec,2014.0
15396,Ford,F-150,Lariat,SuperCrew,automatic,mi,27.0,71442.0,blue,gray,jpmorgan chase bank n.a.,12450.0,9500.0,Thu,Dec,2014.0
15399,Ford,F-150,XLT,SuperCrew,automatic,az,23.0,125814.0,silver,gray,wells fargo dealer services,8650.0,9600.0,Thu,Dec,2014.0
15400,Ford,F-150,Lariat,SuperCrew,automatic,ny,31.0,134601.0,black,black,ford-lincoln dealer program,11800.0,11800.0,Wed,Jan,2015.0
15405,Ford,F-150,XLT,SuperCrew,automatic,mi,29.0,90843.0,black,tan,automobiles paille inc,12350.0,11000.0,Thu,Dec,2014.0
15423,Ford,F-150,XL,Regular Cab,automatic,mn,43.0,47837.0,white,tan,exeter finance corp,6425.0,6800.0,Thu,Dec,2014.0
15424,Ford,F-150,XLT,SuperCrew,automatic,mi,4.0,62578.0,red,gray,stratford hyundai,13950.0,16400.0,Thu,Dec,2014.0
15425,Ford,F-150,XL,Regular Cab,manual,fl,3.0,75021.0,black,gray,santander consumer,5600.0,4400.0,Thu,Dec,2014.0
15431,Ford,F-150,XLT,SuperCab,automatic,mi,27.0,116370.0,black,gray,automobiles paille inc,9250.0,10400.0,Thu,Dec,2014.0
15446,Ford,F-150,King Ranch,SuperCrew,automatic,mi,36.0,59211.0,black,black,runde chevrolet inc,20300.0,20000.0,Thu,Dec,2014.0
15511,Ford,F-150,STX,Regular Cab,automatic,il,26.0,107822.0,blue,gray,wells fargo dealer services,7600.0,7100.0,Thu,Dec,2014.0
17235,Ford,F-150,Lariat,SuperCrew,automatic,il,34.0,127305.0,silver,gray,ford-lincoln dealer program,10200.0,12500.0,Thu,Jan,2015.0
17236,Ford,F-150,FX4,SuperCrew,automatic,pa,34.0,113247.0,blue,brown,credit union 1,11450.0,7000.0,Wed,Jan,2015.0
17237,Ford,F-150,King Ranch,SuperCrew,automatic,ga,28.0,174744.0,brown,brown,wells fargo dealer services,8525.0,8400.0,Thu,Dec,2014.0
17240,Ford,F-150,XLT,Regular Cab,automatic,fl,19.0,167651.0,gray,beige,wayne akers ford inc,4425.0,3200.0,Thu,Dec,2014.0
17241,Ford,F-150,Lariat,SuperCab,automatic,nc,41.0,119923.0,beige,black,first flight federal credit union,7525.0,8400.0,Mon,Dec,2014.0
17244,Ford,F-150,XLT,SuperCab,automatic,mi,29.0,107051.0,green,tan,grace motors,8800.0,9400.0,Thu,Dec,2014.0
17245,Ford,F-150,Lariat,SuperCrew,automatic,ca,25.0,148703.0,black,black,ford motor credit company llc,6200.0,7100.0,Thu,Jan,2015.0
17248,Ford,F-150,XLT,SuperCrew,automatic,pr,29.0,58433.0,blue,gray,ari,10500.0,8400.0,Tue,Dec,2014.0
17249,Ford,F-150,Lariat,SuperCab,automatic,ca,46.0,134241.0,silver,beige,lobel financial corp,7250.0,7000.0,Tue,Dec,2014.0
17252,Ford,F-150,XL,SuperCab,automatic,oh,28.0,77313.0,white,tan,wells fargo dealer services,9375.0,10200.0,Tue,Dec,2014.0
17253,Ford,F-150,XLT,SuperCrew,automatic,tx,37.0,120468.0,black,gray,dt credit corporation,8600.0,10000.0,Tue,Dec,2014.0
17255,Ford,F-150,XLT,SuperCrew,automatic,tx,19.0,68048.0,blue,gray,santander consumer,10950.0,9100.0,Wed,Dec,2014.0
17264,Ford,F-150,XLT,SuperCrew,automatic,tx,22.0,175491.0,red,gray,onion creek auto sales llc,6300.0,4300.0,Wed,Dec,2014.0
17265,Ford,F-150,Lariat,SuperCrew,automatic,tx,36.0,142472.0,red,tan,bmw of arlington,6525.0,8600.0,Thu,Jan,2015.0
17266,Ford,F-150,FX4,SuperCrew,automatic,va,29.0,106693.0,black,black,blue knob auto sales inc,11850.0,12000.0,Thu,Dec,2014.0
17278,Ford,F-150,Lariat,SuperCrew,automatic,az,29.0,143832.0,silver,beige,bill luke chrysler jeep and dodge inc,10350.0,9500.0,Thu,Dec,2014.0
17280,Ford,F-150,XL,SuperCab,automatic,nc,31.0,101162.0,white,gray,crossroads ford inc,5050.0,6700.0,Mon,Dec,2014.0
17295,Ford,F-150,XLT,SuperCab,automatic,az,19.0,117901.0,white,black,bill luke chrysler jeep and dodge inc,8975.0,8000.0,Tue,Jan,2015.0
17302,Ford,F-150,XLT,SuperCrew,automatic,fl,19.0,130351.0,red,black,metro ford inc,8000.0,6900.0,Fri,Dec,2014.0
17306,Ford,F-150,STX,Regular Cab,automatic,sc,35.0,100359.0,gray,gray,faulkner auto sales,6375.0,8300.0,Wed,Jan,2014.0
17326,Ford,F-150,XLT,SuperCrew,automatic,tn,19.0,1.0,black,gray,westlake financial services,10800.0,350.0,Tue,Mar,2015.0
18950,Ford,F-150,XLT,SuperCrew,automatic,fl,34.0,135030.0,white,gray,florida fine cars inc,6775.0,7600.0,Fri,Dec,2014.0
18961,Ford,F-150,Lariat,SuperCrew,automatic,ca,19.0,171389.0,white,black,garys auto sales inc,6725.0,7600.0,Thu,Dec,2014.0
18970,Ford,F-150,XLT,SuperCrew,automatic,nc,28.0,242156.0,beige,beige,national fleet leasing,3225.0,4000.0,Mon,Dec,2014.0
18972,Ford,F-150,XL,SuperCab,automatic,tx,24.0,125072.0,white,gray,laredo dodge chrysler jeep,5750.0,3700.0,Tue,Jan,2015.0
18980,Ford,F-150,XLT,SuperCrew,automatic,ca,19.0,132102.0,gray,tan,premium auto wholesale,6850.0,7800.0,Thu,Dec,2014.0
18984,Ford,F-150,FX4,SuperCrew,automatic,mn,24.0,106390.0,black,black,select lane,11100.0,10300.0,Thu,Dec,2014.0
18986,Ford,F-150,XL,Regular Cab,automatic,ma,22.0,145400.0,red,gray,fleet lease disposal,3800.0,2600.0,Thu,Jan,2015.0
18989,Ford,F-150,Lariat,SuperCrew,automatic,nc,25.0,138179.0,blue,beige,santander consumer,8250.0,5300.0,Mon,Dec,2014.0
18997,Ford,F-150,Lariat,SuperCrew,automatic,fl,25.0,149611.0,black,black,myrddin fleet services,7700.0,5400.0,Tue,Dec,2014.0
18998,Ford,F-150,XL,Regular Cab,automatic,tx,25.0,124314.0,white,gray,ge fleet services for itself/servicer,3525.0,3000.0,Thu,Dec,2014.0
19019,Ford,F-150,Lariat,SuperCrew,automatic,mo,27.0,109086.0,red,tan,remarketing by ge/meritrust credit union,9425.0,8900.0,Wed,Dec,2014.0
19037,Ford,F-150,XLT,SuperCrew,automatic,oh,24.0,126129.0,white,gray,remarketing by ge/columbus metro fcu,8725.0,6600.0,Tue,Dec,2014.0
19070,Ford,F-150,XLT,SuperCrew,automatic,nj,19.0,170489.0,white,gray,r k chevrolet inc,7125.0,4600.0,Wed,Dec,2014.0
19103,Ford,F-150,XLT,SuperCab,automatic,ut,19.0,98599.0,red,tan,larry h miller ford lincoln mercury-sandy,8375.0,5000.0,Wed,Dec,2014.0
20176,Ford,F-150,Lariat,SuperCrew,automatic,tx,23.0,1.0,black,beige,auto max sales inc,12050.0,4300.0,Wed,Dec,2014.0
20198,Ford,F-150,FX4,SuperCab,automatic,oh,19.0,140784.0,gray,black,wells fargo dealer services,6675.0,4300.0,Tue,Jan,2015.0
20202,Ford,F-150,FX4,SuperCab,automatic,fl,2.0,203572.0,white,gray,envision credit union,4125.0,2500.0,Thu,Dec,2014.0
20210,Ford,F-150,Lariat,SuperCrew,automatic,ga,24.0,237187.0,blue,tan,tdaf remarketing,3950.0,4700.0,Thu,Dec,2014.0
20227,Ford,F-150,FX4,SuperCrew,automatic,tn,19.0,207442.0,red,gray,santander consumer,5475.0,4100.0,Tue,Dec,2014.0
20229,Ford,F-150,FX4,SuperCab,automatic,sc,27.0,153730.0,blue,gray,primeritus remarketing/jack's auto sales,6150.0,6000.0,Wed,Jan,2014.0
20233,Ford,F-150,XLT,SuperCab,automatic,ga,21.0,129343.0,white,gray,germain bmw of naples,6500.0,5000.0,Thu,Dec,2014.0
20249,Ford,F-150,Lariat,SuperCrew,automatic,ga,28.0,156842.0,burgundy,black,automobile acceptance corp,6550.0,6200.0,Thu,Dec,2014.0
20251,Ford,F-150,XLT,SuperCab,automatic,nv,26.0,163238.0,white,gray,ge fleet services for itself/servicer,4925.0,4300.0,Fri,Dec,2014.0
20255,Ford,F-150,XLT,SuperCrew,automatic,tx,2.0,119602.0,beige,beige,dt inventory,8225.0,6500.0,Tue,Dec,2014.0
20257,Ford,F-150,Lariat,SuperCrew,automatic,nc,24.0,207994.0,blue,tan,crossroads ford inc,5050.0,4400.0,Mon,Dec,2014.0
20268,Ford,F-150,FX4,SuperCrew,automatic,wa,25.0,101628.0,gray,black,northwest motorsport,9525.0,9000.0,Wed,Jan,2015.0
20271,Ford,F-150,XLT,SuperCab,automatic,fl,44.0,242061.0,blue,gray,ford motor credit company llc,2400.0,2000.0,Mon,Dec,2014.0
20274,Ford,F-150,Lariat,SuperCrew,automatic,mi,23.0,113780.0,burgundy,beige,ford motor credit company llc,8975.0,7200.0,Thu,Dec,2014.0
21490,Ford,F-150,XLT,SuperCrew,automatic,ny,29.0,119605.0,black,gray,ford-lincoln dealer program,6075.0,6100.0,Mon,Dec,2014.0
21492,Ford,F-150,XLT,SuperCrew,automatic,nv,22.0,160981.0,silver,gray,remarketing by ge/america first credit union,4200.0,3000.0,Fri,Dec,2014.0
21495,Ford,F-150,XLT,SuperCab,automatic,mi,5.0,48161.0,blue,gray,kevins marysville auto sales inc,5125.0,8600.0,Thu,Dec,2014.0
21518,Ford,F-150,XL,Regular Cab,automatic,oh,24.0,78485.0,blue,gray,remarketing by ge/firelands fcu,2325.0,1150.0,Tue,Dec,2014.0
21552,Ford,F-150,XLT,SuperCab,automatic,ny,19.0,227543.0,gray,gray,fleet street remarketing llc,2275.0,800.0,Thu,Jan,2015.0
22467,Ford,F-150,XLT,SuperCab,automatic,oh,1.0,188691.0,gray,gray,select remarketing group llc/loan max title,2575.0,1750.0,Tue,Dec,2014.0
22468,Ford,F-150,XLT,SuperCab,automatic,nc,26.0,78243.0,burgundy,gray,crossroads ford of indian trail,3600.0,5600.0,Mon,Dec,2014.0
22473,Ford,F-150,Lariat,SuperCrew,automatic,tx,25.0,134304.0,black,gray,california republic bank,5575.0,4300.0,Thu,Jan,2015.0
22481,Ford,F-150,XL,SuperCab,automatic,tx,24.0,148395.0,white,gray,wheels lt,3575.0,5600.0,Thu,Dec,2014.0
22492,Ford,F-150,XL,SuperCab,automatic,ma,2.0,75995.0,white,gray,boch new to you superstore,2825.0,1100.0,Thu,Feb,2015.0
22501,Ford,F-150,XLT,SuperCrew,automatic,mn,19.0,245203.0,black,gray,remarketing by ge/white eagle credit union,2550.0,2000.0,Thu,Jan,2015.0
22523,Ford,F-150,Lariat,SuperCab,automatic,nc,19.0,244630.0,blue,beige,primeritus remarketing/dai,3000.0,2600.0,Mon,Dec,2014.0
22527,Ford,F-150,XLT,SuperCrew,automatic,ga,19.0,148093.0,red,gray,liberty ford,5950.0,2100.0,Thu,Mar,2015.0
22530,Ford,F-150,XLT,SuperCrew,automatic,ca,19.0,149641.0,green,beige,veros credit,4350.0,3500.0,Wed,Jan,2015.0
22551,Ford,F-150,XLT,SuperCrew,automatic,mn,19.0,204888.0,green,gray,waconia ford sales inc,2825.0,2700.0,Thu,Jan,2015.0
23179,Ford,F-150,XLT,SuperCrew,automatic,nc,26.0,176190.0,red,tan,crossroads ford of indian trail,2825.0,2800.0,Mon,Dec,2014.0
23187,Ford,F-150,XLT,SuperCab,automatic,mn,31.0,113712.0,white,gray,wells fargo dealer services,4600.0,5100.0,Wed,Dec,2014.0
23188,Ford,F-150,XLT,Regular Cab,automatic,oh,1.0,180921.0,red,gray,select remarketing group llc/loan max title,975.0,725.0,Tue,Dec,2014.0
23189,Ford,F-150,Lariat,SuperCab,automatic,nj,19.0,122894.0,silver,gray,hamilton honda,4700.0,2800.0,Wed,Dec,2014.0
23191,Ford,F-150,XL,Regular Cab,automatic,ne,19.0,110982.0,white,gray,centurylink,1425.0,1000.0,Tue,Dec,2014.0
23194,Ford,F-150,Lariat,SuperCrew,automatic,az,19.0,205359.0,white,gray,buckeye check cashing,2825.0,1700.0,Wed,Dec,2014.0
23223,Ford,F-150,XLT,SuperCrew,automatic,fl,33.0,159875.0,green,gray,nationwide acceptance,4250.0,4300.0,Thu,Dec,2014.0
23242,Ford,F-150,Lariat,SuperCrew,automatic,tx,2.0,212895.0,white,gray,automotive remarketing inc,2900.0,1300.0,Tue,Dec,2014.0
23702,Ford,F-150,XL,Regular Cab,automatic,fl,19.0,217705.0,white,gray,ari,1600.0,950.0,Wed,Dec,2014.0
24253,Ford,F-150,XLT,Extended Cab,automatic,oh,1.0,266483.0,green,tan,select remarketing group llc/loan max title,1275.0,350.0,Tue,Dec,2014.0
24266,Ford,F-150,XLT,Extended Cab,automatic,wi,1.0,245726.0,red,gray,gordie boucher of west bend inc,1550.0,325.0,Wed,Jan,2015.0
24490,Ford,F-150,XL,Extended Cab,manual,tx,27.0,139945.0,red,gray,wheels lt,2475.0,2800.0,Thu,Dec,2014.0
26597,Ford,F-150,XL,SuperCrew,automatic,mo,39.0,40444.0,white,tan,ford motor credit company,20600.0,20100.0,Tue,Dec,2014.0
