,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
48340,Ford,F-150,XLT,SuperCab,automatic,tx,2.0,56325.0,red,gray,wells fargo dealer services,18150.0,12100.0,Wed,Jan,2015.0
48342,Ford,F-150,XLT,SuperCab,automatic,ga,48.0,30515.0,gray,gray,ford motor credit company llc pd,16950.0,20800.0,Mon,Jan,2015.0
48498,Ford,F-150,XL,Regular Cab,automatic,il,27.0,117192.0,white,gray,advantage chevrolet/ge,7900.0,8100.0,Thu,Jan,2015.0
48552,Ford,F-150,King Ranch,SuperCrew,automatic,fl,29.0,209713.0,blue,brown,florida auto and truck exchange inc,13100.0,12100.0,Tue,Dec,2014.0
48556,Ford,F-150,XLT,SuperCab,automatic,tx,21.0,79304.0,red,tan,caprock auto remarketing,13300.0,9900.0,Tue,Dec,2014.0
48560,Ford,F-150,XL,SuperCab,automatic,oh,41.0,43085.0,red,gray,wells fargo dealer services,16050.0,16900.0,Tue,Dec,2014.0
48561,Ford,F-150,Platinum,SuperCrew,automatic,fl,41.0,119018.0,off-white,brown,ritter & associates inc,19750.0,19900.0,Tue,Jan,2015.0
48575,Ford,F-150,XLT,SuperCab,automatic,md,2.0,122212.0,black,gray,wells fargo dealer services,11050.0,11500.0,Tue,Dec,2014.0
48584,Ford,F-150,XL,Regular Cab,automatic,fl,26.0,69086.0,red,beige,consolidated asset recovery systems  inc.,8900.0,6600.0,Tue,Dec,2014.0
48914,Ford,F-150,XL,Regular Cab,automatic,la,27.0,198461.0,blue,gray,lease plan usa,2800.0,2700.0,Wed,Dec,2014.0
48917,Ford,F-150,XLT,SuperCrew,automatic,tx,25.0,81228.0,silver,gray,fiserv/global lending services,13100.0,10900.0,Tue,Dec,2014.0
48925,Ford,F-150,FX4,SuperCrew,automatic,ca,44.0,56724.0,gray,gray,mercedes benz of temecula,17800.0,19500.0,Wed,Dec,2014.0
48936,Ford,F-150,STX,Regular Cab,automatic,tx,25.0,58528.0,blue,gray,gm financial,10200.0,9500.0,Wed,Dec,2014.0
48947,Ford,F-150,Lariat,SuperCrew,automatic,ga,36.0,149884.0,black,tan,capital one auto finance,9550.0,9700.0,Tue,Jan,2015.0
48957,Ford,F-150,XLT,SuperCrew,automatic,tx,19.0,162492.0,white,tan,onemain rem/tovi motors,8900.0,5900.0,Tue,Dec,2014.0
48977,Ford,F-150,XL,SuperCrew,automatic,tx,2.0,129889.0,white,gray,flexco fleet services,11200.0,7200.0,Wed,Jan,2015.0
49437,Ford,F-150,Lariat,SuperCrew,automatic,tx,33.0,112914.0,red,black,gm financial,9750.0,11200.0,Wed,Dec,2014.0
49447,Ford,F-150,XLT,SuperCrew,automatic,mi,5.0,117970.0,gray,tan,kevins marysville auto sales inc,12200.0,13900.0,Thu,Jan,2015.0
49448,Ford,F-150,Lariat,SuperCrew,automatic,ca,35.0,104204.0,purple,black,century dealer services corp,15400.0,16500.0,Wed,Dec,2014.0
49450,Ford,F-150,Lariat,SuperCrew,automatic,nc,31.0,151298.0,black,beige,greenville auto world llc,9775.0,10400.0,Mon,Dec,2014.0
49459,Ford,F-150,XLT,SuperCab,automatic,nc,24.0,115398.0,blue,gray,gm financial,8600.0,11900.0,Tue,Dec,2014.0
49472,Ford,F-150,XL,SuperCab,automatic,mo,19.0,159447.0,gray,gray,dt credit corporation,5625.0,3900.0,Wed,Dec,2014.0
49478,Ford,F-150,FX2,SuperCab,automatic,mo,21.0,93773.0,blue,black,meridian remarketing,9450.0,8500.0,Tue,Jan,2015.0
49482,Ford,F-150,XLT,SuperCrew,automatic,fl,27.0,108048.0,black,gray,wells fargo dealer services,9875.0,8800.0,Tue,Dec,2014.0
49941,Ford,F-150,FX4,SuperCab,automatic,fl,19.0,148299.0,gray,gray,ari,7200.0,4000.0,Wed,Jan,2015.0
49942,Ford,F-150,XLT,SuperCrew,automatic,tx,2.0,98223.0,blue,blue,mn auto finance company,9725.0,7400.0,Wed,Dec,2014.0
49943,Ford,F-150,XLT,SuperCrew,automatic,fl,19.0,195536.0,white,gray,vystar credit union,5900.0,6100.0,Thu,Jan,2015.0
49953,Ford,F-150,XLT,SuperCrew,automatic,tx,32.0,114526.0,black,gray,veros credit,9075.0,8200.0,Wed,Dec,2014.0
49969,Ford,F-150,Lariat,SuperCrew,automatic,fl,19.0,189826.0,silver,beige,coggin honda of ft pierce,7200.0,7200.0,Tue,Dec,2014.0
49973,Ford,F-150,XLT,SuperCrew,automatic,tx,24.0,104655.0,blue,black,laredo dodge chrysler jeep,11600.0,10000.0,Wed,Jan,2015.0
50027,Ford,F-150,XL,SuperCab,automatic,mo,19.0,127223.0,white,tan,fiserv/dealer funding llc,5475.0,3600.0,Wed,Dec,2014.0
50411,Ford,F-150,XL,Regular Cab,automatic,mn,27.0,172895.0,green,gray,ari,3275.0,3100.0,Tue,Dec,2014.0
50412,Ford,F-150,FX4,SuperCrew,automatic,tx,19.0,94823.0,red,black,lobel financial corp,11500.0,9600.0,Tue,Dec,2014.0
50429,Ford,F-150,FX4,SuperCrew,automatic,ca,39.0,86462.0,white,gray,nvp remarketing,12000.0,16750.0,Tue,Dec,2014.0
50727,Ford,F-150,XLT,SuperCrew,automatic,oh,37.0,382200.0,red,gray,automotive remarketing aka carolina title loans,2925.0,2700.0,Tue,Feb,2015.0
50728,Ford,F-150,STX,SuperCab,automatic,ca,28.0,85107.0,gray,gray,wells fargo dealer services,5925.0,6200.0,Tue,Dec,2014.0
50760,Ford,F-150,STX,SuperCab,automatic,tx,19.0,140325.0,gray,gray,improved credit lending,4550.0,4300.0,Wed,Jan,2015.0
50770,Ford,F-150,Lariat,SuperCrew,automatic,md,1.0,101792.0,black,tan,santander consumer,9700.0,4500.0,Tue,Dec,2014.0
50773,Ford,F-150,FX4,SuperCab,automatic,ca,19.0,129744.0,black,gray,veros credit,7550.0,6500.0,Tue,Dec,2014.0
50779,Ford,F-150,FX4,SuperCab,automatic,nj,24.0,135078.0,black,black,wells fargo dealer services,7275.0,5000.0,Wed,Dec,2014.0
50789,Ford,F-150,Lariat,SuperCrew,automatic,fl,23.0,134944.0,white,beige,autonation ford margate,8275.0,9200.0,Tue,Dec,2014.0
51011,Ford,F-150,XL,SuperCab,manual,nc,28.0,1.0,white,gray,repo remarketing/first flight federal cu,3900.0,4200.0,Mon,Apr,2015.0
51016,Ford,F-150,XLT,SuperCab,automatic,fl,21.0,277273.0,white,beige,autonation ford jacksonville,350.0,1600.0,Tue,Jan,2015.0
51025,Ford,F-150,Lariat,SuperCrew,automatic,ga,39.0,126029.0,white,beige,wells fargo dealer services,6175.0,8100.0,Tue,Dec,2014.0
51034,Ford,F-150,XLT,SuperCab,automatic,fl,27.0,158550.0,gray,gray,wells fargo dealer services,3350.0,3100.0,Tue,Dec,2014.0
51224,Ford,F-150,XLT,SuperCab,automatic,fl,28.0,158284.0,white,gray,autonation toyota winter park,2950.0,4000.0,Tue,Dec,2014.0
51232,Ford,F-150,XL,SuperCab,automatic,ca,21.0,133778.0,silver,gray,connell chevrolet,2350.0,2500.0,Wed,Jan,2015.0
51233,Ford,F-150,XLT,SuperCrew,automatic,tx,27.0,222697.0,blue,beige,caprock auto remarketing,2875.0,2600.0,Tue,Dec,2014.0
51238,Ford,F-150,XL,SuperCab,automatic,fl,19.0,137950.0,beige,tan,beck nissan inc,2375.0,3300.0,Wed,Jan,2015.0
51362,Ford,F-150,XLT,SuperCab,automatic,fl,19.0,170985.0,red,gray,autonation toyota scion weston,2125.0,1200.0,Tue,Jan,2015.0
51367,Ford,F-150,XL,SuperCab,automatic,fl,19.0,189048.0,white,gray,ari,1700.0,2000.0,Tue,Dec,2014.0
51380,Ford,F-150,XLT,SuperCab,automatic,mn,23.0,156138.0,white,gray,ari,2725.0,2800.0,Tue,Dec,2014.0
51436,Ford,F-150,XLT,Extended Cab,automatic,nc,36.0,164800.0,green,gray,remarketing by ge/manheim north carolina,2375.0,2700.0,Mon,Dec,2014.0
51569,Ford,F-150,Work,Extended Cab,automatic,fl,21.0,142382.0,green,black,autonation chevrolet doral,1275.0,1100.0,Tue,Dec,2014.0
51804,Ford,F-150,XLT,SuperCrew,automatic,nc,46.0,21790.0,red,gray,enterprise veh exchange/rental,23100.0,22900.0,Tue,Dec,2014.0
51805,Ford,F-150,XLT,SuperCrew,automatic,ga,49.0,23047.0,silver,gray,ars/enterprise,22800.0,24100.0,Tue,Jan,2015.0
51806,Ford,F-150,XLT,SuperCrew,automatic,ga,5.0,20615.0,red,gray,ars/enterprise,23000.0,24400.0,Tue,Jan,2015.0
51807,Ford,F-150,XL,Regular Cab,automatic,pa,41.0,5895.0,white,gray,u-haul,18550.0,19400.0,Fri,Jan,2015.0
51808,Ford,F-150,XL,Regular Cab,automatic,pa,44.0,15007.0,white,gray,u-haul,18250.0,18700.0,Fri,Jan,2015.0
51809,Ford,F-150,XLT,SuperCab,automatic,ga,48.0,12614.0,red,gray,ars/enterprise,22100.0,23800.0,Tue,Jan,2015.0
51810,Ford,F-150,XL,Regular Cab,automatic,pa,4.0,12816.0,white,gray,u-haul,18350.0,19200.0,Fri,Jan,2015.0
51811,Ford,F-150,XLT,SuperCrew,automatic,ga,37.0,17494.0,red,gray,ars/enterprise,23400.0,24400.0,Tue,Jan,2015.0
51812,Ford,F-150,XL,Regular Cab,automatic,pa,35.0,10207.0,white,gray,u-haul,18450.0,18200.0,Fri,Jan,2015.0
51813,Ford,F-150,XLT,SuperCrew,automatic,ga,49.0,18107.0,white,gray,ars/enterprise,23300.0,25000.0,Tue,Jan,2015.0
51814,Ford,F-150,XL,Regular Cab,automatic,pa,37.0,12094.0,white,gray,u-haul,18350.0,18800.0,Fri,Jan,2015.0
51815,Ford,F-150,XL,Regular Cab,automatic,pa,4.0,9065.0,white,gray,u-haul,18650.0,18100.0,Fri,Jan,2015.0
51816,Ford,F-150,XL,Regular Cab,automatic,pa,49.0,6930.0,white,gray,u-haul,18500.0,19800.0,Fri,Jan,2015.0
51820,Ford,F-150,XLT,SuperCrew,automatic,md,41.0,12572.0,red,gray,enterprise veh exchange/rental,28400.0,28600.0,Tue,Dec,2014.0
51821,Ford,F-150,XL,Regular Cab,automatic,pa,27.0,9731.0,white,gray,u-haul,18650.0,17500.0,Fri,Jan,2015.0
51822,Ford,F-150,XL,Regular Cab,automatic,pa,38.0,11648.0,white,gray,u-haul,18400.0,18400.0,Fri,Jan,2015.0
51823,Ford,F-150,XLT,SuperCrew,automatic,ga,5.0,20704.0,white,gray,ars/enterprise,28400.0,28800.0,Tue,Jan,2015.0
51824,Ford,F-150,XLT,SuperCrew,automatic,nj,22.0,10489.0,red,gray,enterprise veh exchange/rental,28600.0,24100.0,Wed,Jan,2015.0
51826,Ford,F-150,XLT,SuperCrew,automatic,ca,2.0,11412.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,24700.0,21100.0,Tue,Jan,2015.0
51827,Ford,F-150,XLT,SuperCrew,automatic,ga,49.0,24536.0,silver,gray,ars/enterprise,23500.0,24900.0,Tue,Jan,2015.0
51828,Ford,F-150,XLT,SuperCrew,automatic,ga,34.0,18023.0,silver,black,ars/enterprise,28300.0,27000.0,Tue,Jan,2015.0
51831,Ford,F-150,XLT,SuperCrew,automatic,ga,5.0,13127.0,red,gray,ars/enterprise,23900.0,24600.0,Tue,Jan,2015.0
51832,Ford,F-150,XL,Regular Cab,automatic,pa,49.0,10183.0,white,gray,u-haul,18450.0,19800.0,Fri,Jan,2015.0
51834,Ford,F-150,XL,Regular Cab,automatic,pa,35.0,7304.0,white,gray,u-haul,18500.0,18600.0,Fri,Jan,2015.0
52818,Ford,F-150,XLT,SuperCrew,automatic,ga,36.0,35011.0,silver,gray,ars/enterprise,22600.0,22600.0,Tue,Jan,2015.0
52824,Ford,F-150,XL,Regular Cab,automatic,nv,46.0,17854.0,white,gray,towbin dodge,16200.0,16700.0,Wed,Dec,2014.0
52838,Ford,F-150,FX4,SuperCrew,automatic,il,44.0,5927.0,black,black,ford motor credit company llc,35600.0,37600.0,Tue,Jan,2015.0
52844,Ford,F-150,XLT,SuperCrew,automatic,ga,35.0,45189.0,gray,gray,ars/enterprise,20900.0,20600.0,Tue,Jan,2015.0
52851,Ford,F-150,XLT,SuperCab,automatic,ca,1.0,68235.0,gray,gray,enterprise fm exchange/tra/lease,18650.0,5200.0,Tue,Dec,2014.0
52855,Ford,F-150,XLT,SuperCrew,automatic,oh,49.0,25221.0,blue,gray,stratton auto sales inc,25900.0,25500.0,Tue,Jan,2015.0
52856,Ford,F-150,XLT,SuperCab,automatic,oh,5.0,21043.0,gray,gray,ford motor credit company llc,24500.0,25000.0,Tue,Jan,2015.0
52869,Ford,F-150,FX4,SuperCrew,automatic,oh,38.0,33519.0,black,black,midwestern auto group,30500.0,33800.0,Tue,Dec,2014.0
52871,Ford,F-150,SVT Raptor,SuperCrew,automatic,mi,5.0,15609.0,blue,black,kevins marysville auto sales inc,48800.0,47900.0,Thu,Jan,2015.0
52872,Ford,F-150,XLT,SuperCrew,automatic,il,45.0,30264.0,red,gray,ford motor credit company,26600.0,26700.0,Tue,Jan,2015.0
52888,Ford,F-150,XL,SuperCrew,automatic,ga,41.0,26067.0,white,gray,r m hollenshead auto sales inc,23500.0,23500.0,Tue,Dec,2014.0
52894,Ford,F-150,SVT Raptor,SuperCrew,automatic,nv,49.0,9800.0,silver,black,audi henderson,49700.0,51500.0,Wed,Dec,2014.0
53955,Ford,F-150,Lariat,SuperCrew,automatic,fl,43.0,39908.0,off-white,beige,ritter & associates inc,31300.0,31600.0,Tue,Dec,2014.0
53956,Ford,F-150,XLT,SuperCab,automatic,mo,24.0,38909.0,gray,gray,remarketing by ge/meritrust credit union,19450.0,16200.0,Wed,Mar,2015.0
53965,Ford,F-150,Platinum,SuperCrew,automatic,mn,41.0,45376.0,silver,black,fiserv/citizens auto finance,33100.0,32100.0,Tue,Dec,2014.0
53970,Ford,F-150,XLT,SuperCrew,automatic,tx,44.0,70244.0,blue,silver,gm financial,18000.0,18500.0,Wed,Dec,2014.0
53983,Ford,F-150,XLT,SuperCrew,automatic,ca,28.0,61488.0,black,gray,ford motor credit company llc,18750.0,18200.0,Thu,Jan,2015.0
54002,Ford,F-150,XLT,SuperCrew,automatic,tn,45.0,19042.0,red,gray,myrddin fleet services,27600.0,26600.0,Wed,Dec,2014.0
54004,Ford,F-150,STX,SuperCab,automatic,md,34.0,79847.0,green,gray,jpmorgan chase bank n.a.,17600.0,18800.0,Tue,Feb,2015.0
54010,Ford,F-150,XLT,SuperCab,automatic,il,46.0,18940.0,black,gray,ford motor credit company llc,24700.0,25300.0,Tue,Jan,2015.0
54011,Ford,F-150,Lariat,SuperCab,automatic,il,36.0,45814.0,white,black,ford motor credit company llc,26000.0,25600.0,Tue,Jan,2015.0
54031,Ford,F-150,STX,SuperCab,automatic,oh,27.0,34544.0,blue,gray,ford motor credit company llc pd,21300.0,21400.0,Tue,Jan,2015.0
54034,Ford,F-150,XLT,SuperCab,automatic,oh,35.0,77813.0,brown,beige,ford motor credit company llc pd,19850.0,18100.0,Tue,Jan,2015.0
55082,Ford,F-150,XLT,SuperCab,automatic,ca,31.0,44891.0,black,gray,ford motor credit company llc,18550.0,18900.0,Thu,Jan,2015.0
55083,Ford,F-150,Lariat,SuperCab,automatic,il,39.0,43394.0,gray,gray,ford motor credit company llc,24400.0,27000.0,Thu,Jan,2015.0
55085,Ford,F-150,XL,SuperCab,automatic,tx,21.0,93895.0,white,gray,myrddin fleet services,10950.0,7400.0,Wed,Dec,2014.0
55088,Ford,F-150,XLT,SuperCab,automatic,wi,39.0,141542.0,blue,tan,ari,12250.0,11800.0,Wed,Jan,2015.0
55093,Ford,F-150,FX4,SuperCrew,automatic,mo,29.0,58187.0,black,gray,par north america,25900.0,22100.0,Tue,Jan,2015.0
55096,Ford,F-150,FX4,SuperCrew,automatic,oh,36.0,33728.0,black,black,ford motor credit company llc,29700.0,27500.0,Tue,Jan,2015.0
55098,Ford,F-150,XLT,SuperCab,automatic,il,48.0,38485.0,blue,gray,ford motor credit company llc,22400.0,23800.0,Tue,Jan,2015.0
55102,Ford,F-150,Lariat,SuperCab,automatic,la,28.0,182177.0,white,gray,lease plan usa,3650.0,6100.0,Wed,Dec,2014.0
55103,Ford,F-150,XLT,SuperCrew,automatic,tx,38.0,117259.0,white,gray,donlen corporation,15750.0,16000.0,Thu,Jan,2015.0
55105,Ford,F-150,Lariat,SuperCrew,automatic,nv,33.0,70231.0,white,beige,unique autos,25600.0,25800.0,Wed,Dec,2014.0
55113,Ford,F-150,XLT,Regular Cab,automatic,oh,39.0,132500.0,black,gray,ford motor credit company llc pd,7625.0,7500.0,Tue,Jan,2015.0
55116,Ford,F-150,STX,SuperCab,automatic,ca,39.0,47684.0,red,gray,ford motor credit company llc,16300.0,18000.0,Thu,Jan,2015.0
55717,Ford,F-150,FX2,SuperCrew,automatic,tx,29.0,78881.0,red,black,td auto finance,16750.0,14800.0,Wed,Dec,2014.0
55722,Ford,F-150,Harley-Davidson,SuperCrew,automatic,tx,24.0,121687.0,black,gray,regional acceptance corporation / greensboro,13050.0,10600.0,Tue,Dec,2014.0
55727,Ford,F-150,XLT,SuperCrew,automatic,tx,25.0,83194.0,white,gray,san antonio credit union,14950.0,8200.0,Tue,Dec,2014.0
55740,Ford,F-150,STX,SuperCab,automatic,oh,34.0,81078.0,gray,tan,extraco banks na,12350.0,11500.0,Tue,Dec,2014.0
55744,Ford,F-150,XLT,SuperCrew,automatic,tx,19.0,64973.0,black,gray,myrddin fleet services,16300.0,13600.0,Wed,Jan,2015.0
55748,Ford,F-150,STX,SuperCab,automatic,tx,38.0,44409.0,white,gray,gm financial,14750.0,16400.0,Wed,Dec,2014.0
55751,Ford,F-150,Lariat,SuperCrew,automatic,oh,48.0,59361.0,white,gray,exceptional motorcar llc,23600.0,25400.0,Tue,Dec,2014.0
55758,Ford,F-150,XL,Regular Cab,automatic,oh,31.0,37987.0,red,black,chrysler capital,10250.0,10600.0,Tue,Dec,2014.0
55759,Ford,F-150,XLT,SuperCrew,automatic,ca,37.0,58475.0,red,gray,gm financial,16500.0,19000.0,Wed,Dec,2014.0
55763,Ford,F-150,XL,SuperCab,automatic,la,26.0,155038.0,white,tan,lease plan usa,6800.0,7300.0,Wed,Dec,2014.0
55767,Ford,F-150,XL,SuperCab,automatic,tx,19.0,114645.0,white,gray,primeritus remarketing/austin century auto sales,11850.0,7500.0,Wed,Dec,2014.0
55783,Ford,F-150,XLT,SuperCab,automatic,wi,3.0,62732.0,beige,tan,new look enterprises inc,18800.0,16000.0,Wed,Jan,2015.0
55784,Ford,F-150,SVT Raptor,SuperCab,automatic,tx,32.0,56079.0,red,black,td auto finance,32700.0,32300.0,Wed,Dec,2014.0
56317,Ford,F-150,XLT,SuperCrew,automatic,ut,34.0,101321.0,black,gray,excell auto center,17900.0,14000.0,Wed,Jan,2015.0
56318,Ford,F-150,XLT,SuperCrew,automatic,il,22.0,28589.0,black,gray,ford motor credit company llc,25600.0,23000.0,Thu,Jan,2015.0
56319,Ford,F-150,Lariat,SuperCrew,automatic,ga,41.0,105618.0,white,tan,rick hendrick chevrolet of buford,20500.0,22100.0,Tue,Dec,2014.0
56323,Ford,F-150,Platinum,SuperCrew,automatic,oh,47.0,31527.0,silver,brown,wholesale inc # 2,29700.0,33500.0,Tue,Jan,2015.0
56326,Ford,F-150,XLT,SuperCrew,automatic,ut,37.0,98960.0,white,gray,excell auto center,18150.0,16000.0,Wed,Jan,2015.0
56330,Ford,F-150,XL,SuperCrew,automatic,tx,36.0,125806.0,white,gray,enterprise fleet management exchange  inc.,12150.0,9600.0,Wed,Dec,2014.0
56335,Ford,F-150,Lariat,SuperCrew,automatic,ca,43.0,82935.0,blue,black,arrowhead auto group inc,20800.0,20250.0,Tue,Dec,2014.0
56350,Ford,F-150,XLT,SuperCab,automatic,nc,35.0,19655.0,silver,gray,everett chevrolet buick gmc of morganton llc,24400.0,23000.0,Tue,Dec,2014.0
56351,Ford,F-150,XLT,SuperCab,automatic,il,25.0,37626.0,silver,gray,ford motor credit company llc,22700.0,17400.0,Thu,Jan,2015.0
56360,Ford,F-150,XLT,SuperCab,automatic,il,39.0,34901.0,blue,gray,ford motor credit company llc,23000.0,22300.0,Thu,Jan,2015.0
56364,Ford,F-150,FX4,SuperCab,automatic,ny,47.0,33855.0,black,black,ford motor credit company llc,24600.0,26300.0,Wed,Jan,2015.0
56369,Ford,F-150,STX,SuperCab,automatic,ny,48.0,40791.0,black,gray,ford motor credit company llc,21800.0,21400.0,Wed,Jan,2015.0
56375,Ford,F-150,XLT,SuperCab,automatic,ny,33.0,27157.0,black,beige,ford motor credit company llc,23700.0,21400.0,Wed,Jan,2015.0
56376,Ford,F-150,Lariat Limited,SuperCrew,automatic,pa,45.0,40136.0,black,black,grand prix suzuki,31800.0,32800.0,Tue,Dec,2014.0
56774,Ford,F-150,XLT,SuperCrew,automatic,md,39.0,89924.0,gray,beige,sheehy ford lincoln of gaithersburg,17350.0,17500.0,Tue,Dec,2014.0
56784,Ford,F-150,FX4,SuperCrew,automatic,mo,26.0,120349.0,gray,black,santander consumer,16850.0,16700.0,Wed,Dec,2014.0
57004,Ford,F-150,Platinum,SuperCrew,automatic,wa,23.0,67757.0,white,beige,crossborder vehicle sales ltd,23200.0,26000.0,Tue,Dec,2014.0
57311,Ford,F-150,XL,SuperCrew,automatic,tn,21.0,120516.0,silver,gray,dt inventory,9125.0,8100.0,Tue,Dec,2014.0
57315,Ford,F-150,XL,SuperCrew,automatic,ut,2.0,104810.0,white,gray,ge fleet services for itself/servicer,12450.0,10000.0,Wed,Jan,2015.0
57318,Ford,F-150,XLT,SuperCrew,automatic,tx,35.0,96728.0,green,gray,first light fcu,12150.0,10900.0,Tue,Dec,2014.0
57324,Ford,F-150,XLT,SuperCrew,automatic,tx,37.0,150138.0,black,gray,hopper motorplex inc,8450.0,12900.0,Wed,Dec,2014.0
57692,Ford,F-150,STX,Regular Cab,automatic,tx,23.0,71978.0,black,gray,consolidated asset recovery systems  inc.,5700.0,6900.0,Wed,Dec,2014.0
57694,Ford,F-150,Lariat,SuperCrew,automatic,nc,34.0,161309.0,black,tan,crossroads ford inc,10350.0,12800.0,Mon,Jan,2015.0
57695,Ford,F-150,XLT,SuperCrew,automatic,ma,21.0,169802.0,gray,gray,first ford  inc.,11350.0,4500.0,Tue,Jan,2015.0
57698,Ford,F-150,Lariat,SuperCrew,automatic,tx,25.0,66199.0,white,beige,santander consumer,15000.0,14600.0,Wed,Jan,2015.0
57702,Ford,F-150,XLT,SuperCrew,automatic,nv,29.0,19814.0,silver,gray,findlay toyota and scion,17050.0,18100.0,Wed,Dec,2014.0
57703,Ford,F-150,FX4,SuperCrew,automatic,az,19.0,184687.0,black,black,remarketing by ge/manheim phoenix,8175.0,5900.0,Tue,Dec,2014.0
57706,Ford,F-150,XL,Regular Cab,automatic,ne,19.0,81365.0,white,gray,enterprise vehicle exchange/davenport,6300.0,3000.0,Wed,Jan,2015.0
57708,Ford,F-150,Lariat,SuperCrew,automatic,ca,25.0,44446.0,white,beige,tycon enterprises,14750.0,15000.0,Tue,Jan,2015.0
58057,Ford,F-150,XLT,SuperCab,automatic,ne,21.0,65670.0,gray,gray,first investors servicing corp,10950.0,5500.0,Wed,Jan,2015.0
58059,Ford,F-150,XLT,SuperCrew,automatic,fl,19.0,185835.0,blue,gray,daytona toyota,5900.0,6200.0,Wed,Feb,2015.0
58329,Ford,F-150,FX4,Regular Cab,automatic,ne,31.0,100767.0,blue,gray,wells fargo dealer services,9500.0,7700.0,Wed,Dec,2014.0
58332,Ford,F-150,FX4,SuperCab,automatic,sc,25.0,168270.0,gray,gray,south carolina state credit union,5550.0,5800.0,Thu,Jan,2015.0
58333,Ford,F-150,Lariat,SuperCrew,automatic,ga,32.0,113764.0,beige,tan,cameron motor sports,9325.0,11600.0,Tue,Dec,2014.0
58335,Ford,F-150,Lariat,SuperCrew,automatic,ca,3.0,217605.0,gray,black,james family auto sales,5325.0,5750.0,Thu,Jan,2015.0
58336,Ford,F-150,Lariat,SuperCab,automatic,mo,23.0,131813.0,blue,black,plaza motor company,7500.0,8000.0,Tue,Dec,2014.0
58337,Ford,F-150,Lariat,SuperCrew,automatic,ma,19.0,148397.0,beige,tan,elmwood chrysler dodge jeep ram,8525.0,5900.0,Tue,Jan,2015.0
58340,Ford,F-150,XLT,SuperCab,automatic,ca,25.0,88617.0,black,gray,ideal transportation,8500.0,8400.0,Wed,Dec,2014.0
58341,Ford,F-150,XL,SuperCab,automatic,tx,35.0,116632.0,gray,gray,rlb investments,5025.0,7100.0,Wed,Jan,2015.0
58342,Ford,F-150,King Ranch,SuperCrew,automatic,ca,19.0,124673.0,burgundy,beige,onemain rem/delta dealer,9550.0,9900.0,Wed,Dec,2014.0
58610,Ford,F-150,XLT,SuperCrew,automatic,wa,27.0,201545.0,green,gray,toyota of olympia,4800.0,3300.0,Tue,Dec,2014.0
58613,Ford,F-150,Lariat,SuperCab,automatic,ne,27.0,127535.0,black,black,wells fargo dealer services,7950.0,7100.0,Thu,Jan,2015.0
58616,Ford,F-150,Lariat,SuperCrew,automatic,ne,25.0,112878.0,red,tan,husker financial,9675.0,8000.0,Thu,Jan,2015.0
58620,Ford,F-150,XLT,SuperCab,automatic,nj,36.0,92226.0,gray,gray,bmw of freehold,6925.0,5900.0,Wed,Dec,2014.0
58630,Ford,F-150,XLT,SuperCrew,automatic,ut,19.0,221248.0,white,gray,ge fleet services for itself/servicer,3000.0,3000.0,Wed,Jan,2015.0
58787,Ford,F-150,Lariat,SuperCab,automatic,ny,1.0,126370.0,black,gray,tcar recovery and remarketing,6850.0,2100.0,Wed,Jan,2015.0
58792,Ford,F-150,XLT,SuperCrew,automatic,ca,28.0,137058.0,gold,gray,honda cars of corona,4750.0,4200.0,Wed,Dec,2014.0
58796,Ford,F-150,XLT,SuperCrew,automatic,md,27.0,104528.0,green,tan,remarketing by ge/manheim baltimore washington,6575.0,8100.0,Tue,Dec,2014.0
58931,Ford,F-150,STX,SuperCab,automatic,tn,5.0,2784.0,black,gray,fifth third bank,24400.0,24200.0,Wed,Dec,2014.0
58932,Ford,F-150,XL,Regular Cab,automatic,va,21.0,172256.0,white,gray,cargill turkey products,2150.0,1500.0,Wed,Dec,2014.0
58940,Ford,F-150,XLT,SuperCab,automatic,wa,29.0,206938.0,white,gray,northwest motorsport,2775.0,2500.0,Tue,Dec,2014.0
59033,Ford,F-150,XLT,SuperCrew,automatic,tx,2.0,181648.0,black,gray,onemain remarketing services,3775.0,5000.0,Wed,Dec,2014.0
59059,Ford,F-150,FX4,SuperCrew,automatic,tx,1.0,10300.0,gray,gray,enterprise vehicle exchange/hapeville,33900.0,18500.0,Thu,Jan,2015.0
59061,Ford,F-150,XLT,SuperCrew,automatic,ne,37.0,13800.0,white,gray,enterprise vehicle exchange/davenport,28400.0,28000.0,Wed,Dec,2014.0
59065,Ford,F-150,XLT,SuperCrew,automatic,tn,47.0,9025.0,red,gray,avis budget group,29000.0,29400.0,Thu,Jan,2015.0
59067,Ford,F-150,SVT Raptor,SuperCrew,automatic,ca,47.0,3815.0,blue,black,ford motor credit company llc,54600.0,53000.0,Thu,Jan,2015.0
59069,Ford,F-150,XLT,SuperCrew,automatic,mo,47.0,41166.0,silver,gray,ars/avis budget group,26300.0,26200.0,Tue,Jan,2015.0
59107,Ford,F-150,XLT,Extended Cab,automatic,pr,18.0,1.0,black,tan,pr auto loans llc,4650.0,500.0,Thu,Jan,2015.0
