,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
115198,Audi,Q7,4.2 Premium quattro,SUV,automatic,nc,21.0,117201.0,black,beige,audi northlake,12250.0,12600.0,Wed,Jan,2015.0
115201,Audi,A4,2.0T,Sedan,automatic,tx,38.0,79673.0,white,tan,tdaf remarketing,6825.0,7300.0,Wed,Jan,2015.0
115203,Audi,A4,2.0T,Sedan,automatic,fl,2.0,88243.0,black,black,tfp international inc,6650.0,5700.0,Thu,Jan,2015.0
115207,Audi,Q7,3.6 Premium quattro,SUV,automatic,ca,19.0,133437.0,black,black,southwest auto inc,12250.0,12500.0,Wed,Jan,2015.0
115811,Audi,A8,L quattro,Sedan,automatic,mo,39.0,151217.0,white,beige,e.t. sales,6575.0,5900.0,Tue,Jan,2015.0
115812,Audi,A4,2.0T,Sedan,automatic,fl,19.0,134106.0,gray,gray,santander consumer,3800.0,1500.0,Thu,Jan,2015.0
115814,Audi,A4,3.2,Sedan,automatic,ca,28.0,147955.0,gray,black,coast acceptance corp,3775.0,2500.0,Thu,Jan,2015.0
115819,Audi,A4,2.0T,Sedan,automatic,ca,22.0,98883.0,silver,black,audi san diego,5300.0,6000.0,Wed,Jan,2015.0
115820,Audi,A4,1.8T,Convertible,automatic,ca,1.0,85542.0,white,black,vw credit,6675.0,6100.0,Tue,Jan,2015.0
115825,Audi,S4,quattro,Sedan,manual,ca,41.0,105587.0,yellow,black,caseys cars inc,10650.0,12750.0,Thu,Jan,2015.0
115828,Audi,A3,2.0T,Wagon,automatic,ca,32.0,119015.0,silver,black,premier motors inc,5500.0,6000.0,Tue,Jan,2015.0
116357,Audi,A4,1.8T,Convertible,automatic,md,26.0,120570.0,silver,gray,darcars toyota of frederick,3525.0,3400.0,Tue,Jan,2015.0
116359,Audi,allroad quattro,Base,Wagon,automatic,nc,28.0,95182.0,gray,gray,coastal union remarketing,6275.0,5500.0,Mon,Jan,2015.0
116365,Audi,A4,3.2 quattro,Sedan,automatic,pa,36.0,175430.0,gray,black,carmen auto group,2700.0,3800.0,Tue,Jan,2015.0
116367,Audi,A8,L quattro,Sedan,automatic,mo,36.0,109976.0,silver,gray,lnm enterprises llc,8525.0,8300.0,Tue,Feb,2015.0
116371,Audi,A6,3.2 quattro,Sedan,automatic,ca,28.0,92269.0,black,brown,san diego sports cars,6650.0,7900.0,Wed,Jan,2015.0
116374,Audi,S4,quattro,Sedan,automatic,ca,2.0,105523.0,black,black,california republic bank,7975.0,2900.0,Wed,Jan,2015.0
116887,Audi,A4,1.8T,Sedan,automatic,fl,29.0,85112.0,silver,gray,autonation acura sanford,4775.0,3600.0,Tue,Jan,2015.0
116891,Audi,A4,1.8T quattro,Sedan,automatic,ga,36.0,122346.0,red,gray,ala sales inc,3150.0,4500.0,Thu,Jan,2015.0
116893,Audi,A8,L quattro,Sedan,automatic,ca,24.0,131257.0,black,black,pacific porsche,5375.0,4100.0,Wed,Jan,2015.0
