,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
306032,Audi,S4,Premium Plus quattro,Sedan,automatic,tx,35.0,64378.0,white,black,hopper motorplex inc,27100.0,28600.0,Wed,Feb,2015.0
306034,Audi,Q7,4.2 Prestige quattro,SUV,automatic,ca,27.0,81287.0,gray,black,high bid trading co inc,27900.0,25500.0,Wed,Feb,2015.0
306041,Audi,Q7,3.6 Premium quattro,SUV,automatic,nv,42.0,28973.0,gray,black,unique autos,31300.0,34000.0,Thu,Feb,2015.0
306254,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,42.0,58704.0,white,black,desert european motorcars,14400.0,16750.0,Wed,Feb,2015.0
306270,Audi,A4,2.0T Premium quattro,Sedan,automatic,pa,34.0,58178.0,red,beige,r hollenshead auto sales inc,14350.0,15000.0,Fri,Feb,2015.0
306276,Audi,A4,2.0T Premium,Sedan,automatic,ga,36.0,91918.0,silver,black,gm financial,10900.0,10200.0,Tue,Feb,2015.0
306280,Audi,A4,2.0T Premium,Sedan,automatic,ca,34.0,60278.0,black,black,aaero sweet company,15250.0,17750.0,Wed,Feb,2015.0
306283,Audi,A4,2.0T Premium quattro,Sedan,manual,mn,5.0,109363.0,white,black,feldmann imports inc,10550.0,11700.0,Wed,Feb,2015.0
306477,Audi,A4,2.0T,Sedan,automatic,ca,27.0,73249.0,silver,gray,coast sports cars inc,9875.0,9800.0,Wed,Feb,2015.0
306479,Audi,A4,3.2,Sedan,automatic,fl,38.0,75105.0,black,black,kendall hyundai,9275.0,9200.0,Thu,Feb,2015.0
306485,Audi,A4,2.0T,Sedan,automatic,ca,36.0,131239.0,white,tan,mckenna audi/mckenna bmw,5950.0,6500.0,Wed,Feb,2015.0
306773,Audi,A4,2.0T quattro,Sedan,automatic,az,25.0,112586.0,silver,black,aps rent a car & leasing,6575.0,4500.0,Thu,Feb,2015.0
306776,Audi,A3,2.0T,Wagon,manual,va,19.0,159682.0,gray,gray,apple fcu,4250.0,2700.0,Wed,Feb,2015.0
306777,Audi,Q7,3.6 Premium quattro,SUV,automatic,ca,29.0,75748.0,silver,gray,audi escondido,14200.0,13500.0,Wed,Feb,2015.0
306779,Audi,A4,2.0T quattro,Convertible,automatic,tx,35.0,112505.0,gray,gray,tdaf remarketing,6375.0,6400.0,Wed,Feb,2015.0
306785,Audi,S6,quattro,Sedan,automatic,tx,35.0,70058.0,black,gray,pm standley motorcars,16000.0,15000.0,Wed,Feb,2015.0
306789,Audi,A4,2.0T,Sedan,automatic,fl,26.0,63764.0,black,black,autosport miami inc,7775.0,8000.0,Thu,Feb,2015.0
307438,Audi,A4,1.8T,Sedan,automatic,ca,19.0,97008.0,gray,gray,mckenna audi/mckenna bmw,4550.0,2500.0,Wed,Feb,2015.0
307652,Audi,A4,1.8T quattro,Sedan,automatic,ny,1.0,151381.0,blue,tan,purple heart services inc,2375.0,1400.0,Thu,Feb,2015.0
307653,Audi,A4,1.8T,Convertible,automatic,fl,29.0,68320.0,blue,beige,napletons north palm auto park inc,4400.0,5200.0,Thu,Feb,2015.0
307659,Audi,A8,L quattro,Sedan,automatic,ca,26.0,92499.0,gray,black,san diego sports cars,5600.0,8900.0,Wed,Feb,2015.0
308026,Audi,A6,2.7T quattro,Sedan,automatic,ca,29.0,160557.0,black,tan,aaero sweet company,1825.0,1450.0,Wed,Feb,2015.0
308201,Audi,S4,quattro,Sedan,automatic,ca,27.0,83569.0,blue,black,mckenna audi/mckenna bmw,2925.0,3100.0,Wed,Feb,2015.0
308677,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,35.0,28721.0,silver,black,silver car,23700.0,23900.0,Thu,Feb,2015.0
308678,Audi,A5,2.0T Premium Plus quattro,Coupe,automatic,fl,47.0,16681.0,white,black,the collection,31700.0,33800.0,Thu,Feb,2015.0
308681,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,45.0,26985.0,silver,black,silver car,23900.0,25300.0,Thu,Feb,2015.0
308682,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,43.0,29918.0,silver,black,silver car,23600.0,24400.0,Thu,Feb,2015.0
308683,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,36.0,33275.0,silver,black,silver car,23200.0,22500.0,Thu,Feb,2015.0
308684,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,25.0,21986.0,silver,black,silver car,24400.0,20500.0,Thu,Feb,2015.0
308685,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,42.0,25289.0,silver,black,silver car,24100.0,24700.0,Thu,Feb,2015.0
308687,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,41.0,27761.0,silver,black,silver car,23800.0,24500.0,Thu,Feb,2015.0
308688,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,39.0,32939.0,silver,black,silver car,23200.0,23500.0,Thu,Feb,2015.0
308690,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,34.0,28329.0,silver,black,silver car,23700.0,24100.0,Thu,Feb,2015.0
308693,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,22.0,26841.0,silver,black,silver car,23900.0,20000.0,Thu,Feb,2015.0
308694,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,43.0,29772.0,silver,black,silver car,23600.0,24500.0,Thu,Feb,2015.0
308696,Audi,A4,2.0T Premium quattro,Sedan,automatic,az,38.0,28295.0,silver,black,silver car,23700.0,23900.0,Thu,Feb,2015.0
308697,Audi,A4,2.0T Premium,Sedan,automatic,fl,5.0,20378.0,red,black,the collection,21200.0,24200.0,Thu,Feb,2015.0
309193,Audi,A4,2.0T Premium quattro,Sedan,automatic,nv,42.0,56524.0,gray,black,findlay volkswagen,16750.0,19900.0,Fri,Feb,2015.0
309194,Audi,A4,2.0T Premium,Sedan,automatic,fl,43.0,66502.0,black,black,audi pembroke pines,15700.0,16000.0,Fri,Feb,2015.0
309195,Audi,A6,2.0T Premium,Sedan,automatic,tx,49.0,43104.0,white,tan,audi plano,24400.0,26250.0,Thu,Feb,2015.0
309418,Audi,A5,2.0T Premium quattro,Coupe,automatic,tx,44.0,59667.0,gray,black,audi plano,19650.0,20700.0,Thu,Feb,2015.0
309495,Audi,Q7,3.6 quattro,SUV,automatic,va,28.0,72933.0,white,beige,blue knob auto sales inc,20100.0,18300.0,Thu,Feb,2015.0
309497,Audi,TT,2.0T,Hatchback,automatic,fl,42.0,76705.0,black,black,d&a fine cars,14500.0,15200.0,Fri,Feb,2015.0
309500,Audi,A3,2.0T quattro,Wagon,automatic,ca,27.0,132203.0,black,black,century dealer services corp,5475.0,7000.0,Wed,Feb,2015.0
309502,Audi,S5,quattro,Coupe,manual,nc,4.0,92208.0,black,black,hendrick bmw,21800.0,19500.0,Wed,Mar,2015.0
309996,Audi,A4,2.8 quattro,Sedan,manual,va,19.0,98212.0,black,gray,hendrick honda woodbridge,1425.0,1500.0,Thu,Feb,2015.0
310120,Audi,Q5,2.0T Premium Plus quattro,SUV,automatic,il,46.0,18520.0,black,black,mercedes benz of chicago,34000.0,32750.0,Thu,Feb,2015.0
310243,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,46.0,6957.0,white,black,vw credit xu ready,23700.0,25250.0,Thu,Feb,2015.0
310244,Audi,A3,1.8 TFSI Premium Plus,Sedan,automatic,ca,45.0,1978.0,white,black,volkswagen credit inc/sc,26200.0,25000.0,Thu,Feb,2015.0
310245,Audi,A3,1.8 TFSI Premium,Sedan,automatic,nv,49.0,8743.0,white,black,audi henderson,23100.0,24250.0,Thu,Feb,2015.0
310246,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,49.0,5562.0,white,black,vw credit xu ready,23900.0,25000.0,Thu,Feb,2015.0
310284,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,23.0,43498.0,white,black,vw credit,21400.0,21500.0,Thu,Feb,2015.0
310285,Audi,A6,2.0T Premium,Sedan,automatic,ca,41.0,47682.0,white,black,reliance motors llc,23900.0,26500.0,Thu,Feb,2015.0
310286,Audi,A5,2.0T Premium,Convertible,automatic,ca,33.0,22755.0,black,beige,volkswagen credit inc/sc,26100.0,28500.0,Thu,Feb,2015.0
310291,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,24.0,26787.0,white,black,vw credit,23500.0,23500.0,Thu,Feb,2015.0
310293,Audi,Q7,3.0T Premium quattro,SUV,automatic,ga,39.0,79574.0,gray,black,jim ellis,26100.0,26800.0,Thu,Feb,2015.0
310296,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,41.0,34280.0,white,black,volkswagen credit inc/sc,26800.0,28500.0,Thu,Feb,2015.0
310297,Audi,A3,2.0 TDI Premium,Wagon,automatic,ca,43.0,32478.0,white,black,vw credit,21100.0,20250.0,Thu,Feb,2015.0
310298,Audi,A3,2.0 TDI Premium,Wagon,automatic,ca,35.0,52843.0,red,tan,wheels exchange llc,18550.0,21000.0,Wed,Feb,2015.0
310301,Audi,A5,2.0T Premium quattro,Coupe,automatic,ca,29.0,17770.0,black,black,volkswagen credit inc/sc,25300.0,27000.0,Thu,Feb,2015.0
310309,Audi,A5,2.0T Premium quattro,Convertible,automatic,ca,44.0,42050.0,red,black,volkswagen credit inc/sc,24900.0,30250.0,Thu,Feb,2015.0
310313,Audi,A4,2.0T Premium,Sedan,automatic,ca,43.0,40291.0,white,black,volkswagen credit inc/sc,19200.0,20500.0,Thu,Feb,2015.0
310317,Audi,A5,2.0T Premium,Convertible,automatic,ca,29.0,33834.0,white,black,volkswagen credit inc/sc,24800.0,24750.0,Thu,Feb,2015.0
310318,Audi,A4,2.0T Premium quattro,Sedan,manual,ca,44.0,15010.0,black,black,vw credit xu ready,25000.0,27250.0,Thu,Feb,2015.0
310319,Audi,S5,Premium Plus quattro,Coupe,automatic,ca,27.0,29949.0,white,red,volkswagen credit inc/sc,37000.0,34500.0,Thu,Feb,2015.0
310322,Audi,A8,L 4.2 quattro,Sedan,automatic,ca,19.0,46040.0,black,black,vw credit,38200.0,36500.0,Thu,Feb,2015.0
311004,Audi,A5,2.0T Premium quattro,Convertible,automatic,ca,46.0,19881.0,white,black,vw credit prequalified,26800.0,29750.0,Thu,Feb,2015.0
311007,Audi,A4,2.0T Premium,Sedan,automatic,ca,39.0,50643.0,gray,black,auto depot,14750.0,17000.0,Thu,Feb,2015.0
311008,Audi,Q5,3.2 Premium Plus quattro,SUV,automatic,il,45.0,47220.0,gray,black,mercedes benz of chicago,27000.0,27500.0,Thu,Feb,2015.0
311011,Audi,A4,2.0T Premium,Sedan,automatic,ca,19.0,33301.0,blue,black,vw credit,18550.0,17000.0,Thu,Feb,2015.0
311014,Audi,A5,2.0T Premium quattro,Coupe,automatic,ca,28.0,20815.0,gray,black,volkswagen credit inc/sc,23700.0,23500.0,Thu,Feb,2015.0
311017,Audi,A4,2.0T Premium,Sedan,automatic,fl,44.0,35868.0,blue,gray,metro ford inc,17850.0,18400.0,Fri,Feb,2015.0
311018,Audi,A4,2.0T Premium quattro,Sedan,automatic,hi,39.0,28362.0,silver,gray,vw credit,21000.0,19500.0,Wed,Feb,2015.0
311020,Audi,A5,2.0T Premium,Convertible,automatic,ca,31.0,35036.0,white,black,volkswagen credit inc/sc,19600.0,22250.0,Thu,Feb,2015.0
311027,Audi,Q5,3.2 Premium Plus quattro,SUV,automatic,fl,42.0,78920.0,black,black,audi pembroke pines,23000.0,22400.0,Fri,Feb,2015.0
311032,Audi,A4,2.0T Premium,Sedan,automatic,ca,29.0,29220.0,black,black,volkswagen credit inc/sc,24500.0,20000.0,Thu,Feb,2015.0
311053,Audi,S4,Premium Plus quattro,Sedan,automatic,ca,19.0,36319.0,black,black,vw credit,27200.0,26750.0,Thu,Feb,2015.0
311054,Audi,S5,Premium Plus quattro,Coupe,automatic,ga,37.0,63973.0,silver,black,jim ellis,27200.0,26400.0,Thu,Feb,2015.0
311375,Audi,A4,2.0T Premium,Sedan,automatic,tx,27.0,100794.0,red,black,schlumberger employee credit union,10150.0,8800.0,Thu,Feb,2015.0
311563,Audi,A4,2.0T Premium quattro,Sedan,automatic,ga,35.0,57997.0,blue,beige,jim ellis,13700.0,14500.0,Thu,Feb,2015.0
311567,Audi,A4,2.0T Premium,Sedan,automatic,ca,2.0,56067.0,white,black,vw credit,13250.0,13000.0,Thu,Feb,2015.0
311571,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,29.0,104264.0,white,black,vw credit,9550.0,9500.0,Thu,Feb,2015.0
311574,Audi,A4,2.0T,Convertible,automatic,fl,37.0,39470.0,blue,beige,remarketing by ge/tmt auto wholesale inc,14700.0,15200.0,Fri,Feb,2015.0
311577,Audi,A3,2.0T quattro,Wagon,automatic,ca,35.0,73982.0,white,black,vw credit,12700.0,11750.0,Thu,Feb,2015.0
311581,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,5.0,61644.0,silver,black,san diego import center,13300.0,16100.0,Thu,Feb,2015.0
311585,Audi,A3,2.0T PZEV,Wagon,automatic,az,25.0,62531.0,black,black,earnhardt,9050.0,7300.0,Thu,Feb,2015.0
311755,Audi,A4,2.0T,Sedan,automatic,ca,34.0,68633.0,black,black,vw credit,10500.0,10750.0,Thu,Feb,2015.0
311761,Audi,Q7,4.2 Premium quattro,SUV,automatic,ca,37.0,65600.0,black,black,reliance motors llc,17500.0,21500.0,Thu,Feb,2015.0
311762,Audi,A4,2.0T quattro,Convertible,automatic,ca,28.0,96260.0,beige,beige,arrowhead auto group inc,6875.0,9300.0,Thu,Feb,2015.0
311777,Audi,A4,2.0T quattro,Sedan,automatic,oh,39.0,105637.0,silver,black,sullivan auto group llc,7800.0,8000.0,Thu,Feb,2015.0
311778,Audi,Q7,3.6 Premium quattro,SUV,automatic,ga,29.0,80508.0,black,gray,tds auto brokers,16000.0,16500.0,Thu,Feb,2015.0
312001,Audi,A4,2.0T quattro,Sedan,automatic,fl,28.0,61899.0,beige,tan,ideal auction depot,9100.0,7900.0,Fri,Feb,2015.0
312006,Audi,A4,2.0T,Sedan,automatic,ga,26.0,75329.0,white,tan,roswell auto brokers inc,7450.0,9100.0,Thu,Feb,2015.0
312011,Audi,S4,quattro,Sedan,manual,nj,35.0,99551.0,gray,beige,autolenders liquidation center,12950.0,12600.0,Wed,Feb,2015.0
312020,Audi,A4,2.0T quattro,Convertible,automatic,nv,27.0,56346.0,white,beige,ford country,10150.0,10500.0,Fri,Feb,2015.0
312298,Audi,A6,3.2,Sedan,automatic,fl,37.0,127069.0,white,tan,arg inc,5650.0,6500.0,Fri,Feb,2015.0
312704,Audi,A4,1.8T,Sedan,automatic,tx,19.0,125888.0,black,black,automotive remarketing inc,2550.0,850.0,Tue,Mar,2015.0
312710,Audi,A8,L quattro,Sedan,automatic,ny,31.0,108935.0,blue,gray,j zap llc,5400.0,5900.0,Thu,Feb,2015.0
312863,Audi,TT,225hp quattro,Convertible,manual,ca,32.0,117719.0,red,black,premium auto wholesale,5875.0,5100.0,Thu,Feb,2015.0
313064,Audi,A4,1.8T,Sedan,automatic,va,2.0,119094.0,gold,gray,sullivan auto trading inc,1500.0,2500.0,Thu,Feb,2015.0
313072,Audi,A6,2.7T quattro,Sedan,automatic,fl,2.0,115259.0,silver,gray,credit acceptance corp/vrs/southfield,2300.0,500.0,Mon,Feb,2015.0
313685,Audi,A6,2.0T Premium Plus,Sedan,automatic,ca,39.0,25934.0,white,black,volkswagen credit inc/sc,28800.0,30750.0,Thu,Feb,2015.0
313693,Audi,A6,2.0T Premium Plus quattro,Sedan,automatic,ca,42.0,23247.0,white,brown,volkswagen credit inc/sc,31500.0,30500.0,Thu,Feb,2015.0
313700,Audi,A4,2.0T Premium quattro,Sedan,automatic,mo,38.0,39041.0,silver,black,avis corporation,22100.0,21800.0,Tue,Mar,2015.0
313704,Audi,S4,Premium Plus quattro,Sedan,automatic,fl,41.0,16008.0,black,black,lauderdale bmw of fort lauderdale,38500.0,37800.0,Fri,Feb,2015.0
313705,Audi,A5,2.0T Premium quattro,Coupe,automatic,ca,24.0,49043.0,white,black,vw credit,24500.0,24500.0,Thu,Feb,2015.0
313997,Audi,A5,2.0T Premium Plus quattro,Coupe,automatic,ca,49.0,7786.0,white,black,vw credit prequalified,35700.0,36500.0,Thu,Feb,2015.0
314000,Audi,allroad,Prestige quattro,Wagon,automatic,ca,48.0,23154.0,blue,black,volkswagen credit inc/sc,37400.0,36000.0,Thu,Feb,2015.0
314002,Audi,A8,L TDI quattro,Sedan,automatic,ca,49.0,8858.0,white,gray,vw credit xu ready,62000.0,66500.0,Thu,Feb,2015.0
314003,Audi,A6,3.0T Prestige quattro,Sedan,automatic,ca,5.0,3319.0,white,black,vw credit xu ready,47800.0,53500.0,Thu,Feb,2015.0
314005,Audi,A6,2.0T Premium Plus quattro,Sedan,automatic,ca,36.0,14811.0,white,black,volkswagen credit inc/sc,37800.0,36100.0,Thu,Feb,2015.0
314009,Audi,A4,2.0T Premium Plus quattro,Sedan,automatic,ca,5.0,8894.0,white,black,volkswagen credit inc/sc,31900.0,33250.0,Thu,Feb,2015.0
314010,Audi,A7,Premium Plus quattro,Sedan,automatic,nv,49.0,10977.0,gray,brown,cars for less llc,51500.0,51000.0,Fri,Feb,2015.0
314012,Audi,S5,Premium Plus quattro,Coupe,automatic,ca,48.0,12645.0,black,black,vw credit xu ready,45900.0,47500.0,Thu,Feb,2015.0
314411,Audi,A7,Premium quattro,Sedan,automatic,ca,39.0,40882.0,white,black,volkswagen credit inc/sc,40700.0,39250.0,Thu,Feb,2015.0
315305,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,fl,44.0,49040.0,black,beige,ebenzz motors,34100.0,30000.0,Tue,Feb,2015.0
315308,Audi,Q5,2.0T Premium quattro,SUV,automatic,nj,38.0,52565.0,brown,brown,wells fargo dealer services,20600.0,21500.0,Wed,Feb,2015.0
315309,Audi,A4,2.0T Premium,Sedan,automatic,ca,35.0,16579.0,white,black,volkswagen credit inc/sc,18200.0,17500.0,Thu,Feb,2015.0
315311,Audi,Q5,2.0T Premium quattro,SUV,automatic,pa,38.0,77270.0,brown,beige,imports by day inc,20200.0,19000.0,Fri,Mar,2015.0
315665,Audi,A3,2.0T PZEV Premium,Wagon,automatic,ca,4.0,49367.0,black,black,the auto gallery,14500.0,16500.0,Thu,Feb,2015.0
315666,Audi,Q7,3.6 Premium quattro,SUV,automatic,fl,35.0,58717.0,gray,black,audi pembroke pines,24900.0,26000.0,Fri,Feb,2015.0
315824,Audi,A4,2.0T Premium quattro,Sedan,manual,oh,43.0,90255.0,black,black,pauley motor car co preowned vehicles llc,11350.0,11700.0,Tue,Feb,2015.0
315840,Audi,A8,L quattro,Sedan,automatic,fl,35.0,39914.0,blue,brown,ebenzz motors,25900.0,26400.0,Tue,Mar,2015.0
315955,Audi,A4,2.0T quattro,Sedan,automatic,ny,2.0,197328.0,silver,black,par north america,4600.0,3200.0,Wed,Feb,2015.0
315956,Audi,A5,quattro,Coupe,automatic,ca,39.0,87594.0,white,black,the auto gallery,15150.0,17750.0,Thu,Feb,2015.0
315963,Audi,A4,2.0T,Sedan,automatic,pa,35.0,87990.0,gray,black,crossroad motors llc,8925.0,9900.0,Fri,Feb,2015.0
316119,Audi,Q7,4.2 quattro,SUV,automatic,nv,36.0,112633.0,white,black,audi henderson,11350.0,13250.0,Thu,Feb,2015.0
316123,Audi,A4,2.0T,Sedan,automatic,fl,19.0,82235.0,silver,black,r & r auto sport cars llc,6875.0,4300.0,Fri,Feb,2015.0
316124,Audi,A6,3.2 Avant quattro,Wagon,automatic,pa,44.0,75433.0,blue,brown,r hollenshead auto sales inc,12000.0,14000.0,Fri,Feb,2015.0
316127,Audi,S4,quattro,Sedan,automatic,nv,34.0,63637.0,gray,black,autofinders inc,16900.0,16600.0,Fri,Feb,2015.0
316308,Audi,A4,2.0T quattro,Sedan,automatic,nj,23.0,157263.0,blue,gray,wells fargo dealer services,3200.0,2400.0,Wed,Feb,2015.0
316320,Audi,A8,L quattro,Sedan,automatic,md,19.0,144754.0,silver,black,wells fargo dealer services,7000.0,8100.0,Tue,Feb,2015.0
316453,Audi,A4,3.0 quattro,Sedan,automatic,ca,28.0,180165.0,gold,gray,palm springs nissan,1975.0,2600.0,Thu,Mar,2015.0
316461,Audi,S4,quattro,Sedan,manual,md,28.0,118224.0,red,black,darcars toyota of frederick,6875.0,7600.0,Tue,Feb,2015.0
316555,Audi,A4,1.8T quattro,Sedan,automatic,md,19.0,147843.0,green,beige,cashmoneycars,2400.0,1800.0,Tue,Feb,2015.0
316627,Audi,A6,2.7T quattro,Sedan,automatic,nc,41.0,104046.0,beige,beige,primeritus remarketing/cci,2925.0,4000.0,Mon,Feb,2015.0
316629,Audi,A6,3.0 quattro,Sedan,automatic,nj,21.0,169364.0,white,beige,wells fargo dealer services,1775.0,2600.0,Wed,Feb,2015.0
316746,Audi,TT,225hp quattro,Coupe,manual,pa,35.0,101250.0,black,black,r hollenshead auto sales inc,5650.0,7000.0,Fri,Feb,2015.0
317166,Audi,A5,2.0T Premium Plus quattro,Coupe,automatic,ca,22.0,23429.0,white,black,vw credit,31100.0,27500.0,Thu,Feb,2015.0
317425,Audi,A6,TDI Premium Plus quattro,Sedan,automatic,nv,38.0,10958.0,blue,black,harrison imports llc,45300.0,46000.0,Thu,Feb,2015.0
317428,Audi,Q5,2.0T Premium Plus quattro,SUV,automatic,nv,43.0,29355.0,black,black,audi henderson,33900.0,35000.0,Thu,Feb,2015.0
317766,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,45.0,8234.0,blue,black,vci/auto gallery,23500.0,24000.0,Thu,Feb,2015.0
317771,Audi,A3,1.8 TFSI Premium Plus,Sedan,automatic,ca,46.0,9442.0,black,black,vci/auto gallery,26000.0,26000.0,Thu,Feb,2015.0
317779,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,45.0,7477.0,black,black,vci/auto gallery,23600.0,24750.0,Thu,Feb,2015.0
317792,Audi,A3,1.8 TFSI Premium Plus,Sedan,automatic,ca,41.0,9199.0,blue,black,vci/auto gallery,26000.0,24500.0,Thu,Feb,2015.0
317797,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,41.0,7531.0,gray,black,vci/auto gallery,23600.0,24000.0,Thu,Feb,2015.0
317905,Audi,A5,2.0T Premium quattro,Convertible,automatic,nj,25.0,19397.0,white,gray,vw credit  inc,29000.0,27400.0,Wed,Feb,2015.0
317907,Audi,A4,2.0T Premium quattro,Sedan,automatic,nj,28.0,24724.0,white,black,vw credit  inc,19900.0,20000.0,Wed,Feb,2015.0
317908,Audi,A5,2.0T Premium quattro,Convertible,automatic,nj,19.0,48457.0,white,beige,vw credit  inc,23700.0,21600.0,Wed,Feb,2015.0
317912,Audi,A5,2.0T Premium quattro,Convertible,automatic,nj,29.0,56204.0,white,brown,vw credit  inc,22300.0,22200.0,Wed,Feb,2015.0
317913,Audi,A8,L 4.2 quattro,Sedan,automatic,nj,27.0,37565.0,black,brown,vw credit  inc,40700.0,37200.0,Wed,Feb,2015.0
317914,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,42.0,30841.0,black,black,high bid trading co inc,33400.0,36000.0,Thu,Feb,2015.0
317916,Audi,A4,2.0T Premium quattro,Sedan,automatic,nj,27.0,33041.0,white,tan,vw credit  inc,19200.0,19000.0,Wed,Feb,2015.0
317918,Audi,A8,L 4.2 quattro,Sedan,automatic,nj,28.0,35413.0,black,black,vw credit  inc,41300.0,45600.0,Wed,Feb,2015.0
317920,Audi,R8,5.2 quattro Spyder,Convertible,automatic,ca,39.0,56400.0,black,black,vci/auto gallery,107000.0,86000.0,Thu,Feb,2015.0
317923,Audi,Q5,2.0T Premium quattro,SUV,automatic,ca,38.0,42475.0,black,black,vci/auto gallery,27800.0,29000.0,Thu,Feb,2015.0
317924,Audi,Q7,3.0T Premium quattro,SUV,automatic,ca,29.0,49350.0,black,black,high bid trading co inc,35600.0,34500.0,Thu,Feb,2015.0
318638,Audi,A8,L 4.2 quattro,Sedan,automatic,ca,47.0,19226.0,black,black,vci/auto gallery,40100.0,42500.0,Thu,Feb,2015.0
319038,Audi,A5,quattro,Coupe,automatic,tx,36.0,63013.0,red,black,santander consumer,19600.0,20000.0,Wed,Feb,2015.0
319135,Audi,TT,2.0T,Convertible,automatic,ca,35.0,46764.0,silver,beige,audi north scottsdale,14900.0,16000.0,Thu,Feb,2015.0
319139,Audi,A4,2.0T quattro,Sedan,automatic,tx,37.0,99494.0,silver,black,remarketing by ge/nextgear capital,8225.0,7900.0,Wed,Feb,2015.0
319303,Audi,A6,3.2 quattro,Sedan,automatic,nj,27.0,90153.0,silver,black,vw credit  inc,9275.0,9600.0,Wed,Jul,2015.0
319453,Audi,S4,quattro,Sedan,automatic,ca,27.0,70788.0,gray,black,audi north scottsdale,13750.0,13750.0,Thu,Feb,2015.0
319461,Audi,A4,2.0T quattro,Sedan,automatic,md,45.0,117446.0,blue,beige,darcars chrysler jeep of rockville,5175.0,5700.0,Tue,Feb,2015.0
319567,Audi,A4,2.0T quattro,Sedan,manual,pa,35.0,65258.0,gray,gray,r hollenshead auto sales inc,6000.0,8600.0,Fri,Feb,2015.0
319569,Audi,A4,1.8T quattro,Sedan,automatic,md,27.0,110245.0,red,black,automotive credit corp,4875.0,3600.0,Tue,Mar,2015.0
319570,Audi,A4,1.8T,Sedan,automatic,tx,24.0,127481.0,blue,gray,coastal credit corp,3550.0,2300.0,Wed,Feb,2015.0
319647,Audi,A4,1.8T,Sedan,automatic,pa,3.0,108004.0,white,tan,capital auto import llc,2825.0,3100.0,Mon,Feb,2015.0
320213,Audi,Q5,2.0T Premium Plus quattro,SUV,automatic,nc,41.0,65309.0,silver,gray,wheels exchange llc,27700.0,25500.0,Tue,Mar,2015.0
320482,Audi,A8,L TDI quattro,Sedan,automatic,ca,44.0,12246.0,black,black,vci/auto gallery,61000.0,62500.0,Thu,Feb,2015.0
320486,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,48.0,12418.0,black,black,vci/auto gallery,28000.0,44000.0,Thu,Feb,2015.0
320487,Audi,A7,Prestige quattro,Sedan,automatic,ca,37.0,36000.0,black,black,vci/audi of downtown la,49600.0,48000.0,Thu,Feb,2015.0
320489,Audi,Q5,2.0T Premium Plus quattro,SUV,automatic,ca,5.0,7094.0,black,black,vci/auto gallery,38200.0,40000.0,Thu,Feb,2015.0
320491,Audi,Q5,TDI Premium Plus quattro,SUV,automatic,ca,47.0,13097.0,gray,black,vci/auto gallery,43800.0,44000.0,Thu,Feb,2015.0
320493,Audi,A8,L TDI quattro,Sedan,automatic,ca,44.0,11622.0,white,beige,vci/auto gallery,61000.0,62500.0,Thu,Feb,2015.0
320494,Audi,allroad,Premium Plus quattro,Wagon,automatic,ca,44.0,12906.0,gray,black,vci/auto gallery,35100.0,36000.0,Thu,Feb,2015.0
320496,Audi,A4,2.0T Premium,Sedan,automatic,ca,44.0,13873.0,white,black,vci/auto gallery,25600.0,26750.0,Thu,Feb,2015.0
320501,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,49.0,5268.0,black,black,vci/auto gallery,28600.0,29500.0,Thu,Feb,2015.0
320502,Audi,allroad,Premium Plus quattro,Wagon,automatic,ca,5.0,10801.0,black,black,vci/auto gallery,35500.0,36000.0,Thu,Feb,2015.0
320504,Audi,A6,TDI Prestige quattro,Sedan,automatic,ca,42.0,14040.0,silver,brown,vci/auto gallery,44300.0,46000.0,Thu,Feb,2015.0
320862,Audi,A4,2.0T Premium quattro,Sedan,automatic,nj,24.0,23751.0,white,tan,vw credit  inc,24000.0,22200.0,Wed,Feb,2015.0
